,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_003723.1,NC_003723.1,37128.0,Potato mop-top virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,"[4113, 4112, 4089]","['Solanum tuberosum', 'Solanum nigrum', 'Nicotiana debneyi']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003724.1,NC_003724.1,37128.0,Potato mop-top virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,"[4113, 4112, 4089]","['Solanum tuberosum', 'Solanum nigrum', 'Nicotiana debneyi']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003725.1,NC_003725.1,37128.0,Potato mop-top virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,"[4113, 4112, 4089]","['Solanum tuberosum', 'Solanum nigrum', 'Nicotiana debneyi']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003739.1,NC_003739.1,12451.0,Raspberry bushy dwarf virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Idaeovirus,"[75100, 75079, 32247]","['Rubus ursinus', 'Rubus occidentalis', 'Rubus idaeus']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003805.1,NC_003805.1,12295.0,Tobacco rattle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobravirus,"[13305, 82024, 39639, 97415, 3562, 161934, 13274, 4113, 4081, 4072, 4097, 59895, 42337]","['Tulipa', 'Hyacinthus', 'Narcissus pseudonarcissus', 'Viola arvensis', 'Spinacia oleracea', 'Beta vulgaris', 'Stellaria media', 'Solanum tuberosum', 'Solanum lycopersicum', 'Capsicum annuum', 'Nicotiana tabacum', 'Cynara cardunculus var. scolymus', 'Bidens pilosa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003808.1,NC_003808.1,42680.0,Spinach latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[63459, 3562]","['Chenopodium quinoa', 'Spinacia oleracea']",Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003809.1,NC_003809.1,42680.0,Spinach latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[63459, 3562]","['Chenopodium quinoa', 'Spinacia oleracea']",Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003810.1,NC_003810.1,42680.0,Spinach latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[63459, 3562]","['Chenopodium quinoa', 'Spinacia oleracea']",Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003811.1,NC_003811.1,12295.0,Tobacco rattle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobravirus,"[13305, 82024, 39639, 97415, 3562, 161934, 13274, 4113, 4081, 4072, 4097, 59895, 42337]","['Tulipa', 'Hyacinthus', 'Narcissus pseudonarcissus', 'Viola arvensis', 'Spinacia oleracea', 'Beta vulgaris', 'Stellaria media', 'Solanum tuberosum', 'Solanum lycopersicum', 'Capsicum annuum', 'Nicotiana tabacum', 'Cynara cardunculus var. scolymus', 'Bidens pilosa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003833.1,NC_003833.1,151043.0,Tulare apple mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3659],['Cucumis sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003834.1,NC_003834.1,151043.0,Tulare apple mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3659],['Cucumis sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003835.1,NC_003835.1,151043.0,Tulare apple mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3659],['Cucumis sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003837.1,NC_003837.1,12315.0,Tomato aspermy virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,"[4688, 4627, 4081, 41568]","['Lilium', 'Canna', 'Solanum lycopersicum', 'Chrysanthemum x morifolium']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003842.1,NC_003842.1,12317.0,Tobacco streak virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[4686, 34274, 137000, 57577, 3885, 47082, 3847, 4097, 35889, 4085, 41562]","['Asparagus officinalis', 'Gossypium herbaceum', 'Rosa setigera', 'Trifolium pratense', 'Phaseolus vulgaris', 'Melilotus albus', 'Glycine max', 'Nicotiana tabacum', 'Nicotiana glutinosa', 'Nicotiana', 'Dahlia']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003845.1,NC_003845.1,12317.0,Tobacco streak virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[4686, 34274, 137000, 57577, 3885, 47082, 3847, 4097, 35889, 4085, 41562]","['Asparagus officinalis', 'Gossypium herbaceum', 'Rosa setigera', 'Trifolium pratense', 'Phaseolus vulgaris', 'Melilotus albus', 'Glycine max', 'Nicotiana tabacum', 'Nicotiana glutinosa', 'Nicotiana', 'Dahlia']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003852.1,NC_003852.1,31749.0,Obuda pepper virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[4097],['Nicotiana tabacum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003878.1,NC_003878.1,111418.0,Zucchini green mottle mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,"[3663, 3662, 3661, 3668, 3659, 3656, 260674, 221775, 4076, 4100]","['Cucurbita pepo', 'Cucurbita moschata', 'Cucurbita maxima', 'Lagenaria siceraria', 'Cucumis sativus', 'Cucumis melo', 'Citrullus lanatus subsp. vulgaris', 'Gomphrena globosa', 'Datura stramonium', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003900.1,NC_003900.1,44158.0,Aura virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[7158],['Aedes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_004006.1,NC_004006.1,12301.0,Broad bean mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3906, 3888, 3885, 47082, 3859, 3827, 63459, 221775, 4097, 35889, 81866, 4100]","['Vicia faba', 'Pisum sativum', 'Phaseolus vulgaris', 'Melilotus albus', 'Lathyrus odoratus', 'Cicer arietinum', 'Chenopodium quinoa', 'Gomphrena globosa', 'Nicotiana tabacum', 'Nicotiana glutinosa', 'Nicotiana clevelandii', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004007.1,NC_004007.1,12301.0,Broad bean mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3906, 3888, 3885, 47082, 3859, 3827, 63459, 221775, 4097, 35889, 81866, 4100]","['Vicia faba', 'Pisum sativum', 'Phaseolus vulgaris', 'Melilotus albus', 'Lathyrus odoratus', 'Cicer arietinum', 'Chenopodium quinoa', 'Gomphrena globosa', 'Nicotiana tabacum', 'Nicotiana glutinosa', 'Nicotiana clevelandii', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004014.1,NC_004014.1,107804.0,Sorghum chlorotic spot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Furovirus,"[4577, 63459, 66262, 81866]","['Zea mays', 'Chenopodium quinoa', 'Chenopodium amaranticolor', 'Nicotiana clevelandii']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004106.1,NC_004106.1,35281.0,Paprika mild mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[4072],['Capsicum annuum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004120.1,NC_004120.1,188141.0,Spring beauty latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 89079, 221775]","['Arabidopsis thaliana', 'Claytonia virginica', 'Gomphrena globosa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004121.1,NC_004121.1,188141.0,Spring beauty latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 89079, 221775]","['Arabidopsis thaliana', 'Claytonia virginica', 'Gomphrena globosa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004122.1,NC_004122.1,188141.0,Spring beauty latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 89079, 221775]","['Arabidopsis thaliana', 'Claytonia virginica', 'Gomphrena globosa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004123.1,NC_004123.1,81931.0,Sweet potato chlorotic stunt virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004124.1,NC_004124.1,81931.0,Sweet potato chlorotic stunt virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004362.1,NC_004362.1,37733.0,Prunus necrotic ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3760, 3755, 140311, 3659, 63459]","['Prunus persica', 'Prunus dulcis', 'Prunus cerasus', 'Cucumis sativus', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004363.1,NC_004363.1,37733.0,Prunus necrotic ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3760, 3755, 140311, 3659, 63459]","['Prunus persica', 'Prunus dulcis', 'Prunus cerasus', 'Cucumis sativus', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004364.1,NC_004364.1,37733.0,Prunus necrotic ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3760, 3754, 3659]","['Prunus persica', 'Prunus', 'Cucumis sativus']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004422.1,NC_004422.1,228578.0,Youcai mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,"[3708, 3707]","['Brassica napus', 'Brassica juncea']",Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004423.1,NC_004423.1,79918.0,Broad bean necrosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[3906],['Vicia faba'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004667.1,NC_004667.1,55951.0,Grapevine leafroll-associated virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004724.1,NC_004724.1,167634.0,Grapevine rootstock stem lesion associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004730.1,NC_004730.1,32629.0,Indian peanut clump virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pecluvirus,"[3920, 3915, 3906, 3885, 3823, 3818]","['Vigna unguiculata subsp. unguiculata', 'Vigna mungo', 'Vicia faba', 'Phaseolus vulgaris', 'Canavalia ensiformis', 'Arachis hypogaea']",Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004809.1,NC_004809.1,51330.0,Cucurbit yellow stunting disorder virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,"[3659, 3656]","['Cucumis sativus', 'Cucumis melo']",Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004810.1,NC_004810.1,51330.0,Cucurbit yellow stunting disorder virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,"[3659, 3656]","['Cucumis sativus', 'Cucumis melo']",Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005065.1,NC_005065.1,154339.0,Little cherry virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[42229],['Prunus avium'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005209.2,NC_005209.2,72750.0,Beet pseudoyellows virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,"[57918, 4100]","['Fragaria vesca', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005210.2,NC_005210.2,72750.0,Beet pseudoyellows virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,"[3747, 101015, 161934, 4100]","['Fragaria x ananassa', 'Fragaria virginiana', 'Beta vulgaris', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005854.1,NC_005854.1,64958.0,Parietaria mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[13186, 63459, 23110]","['Parietaria', 'Chenopodium quinoa', 'Hydrangea macrophylla']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005895.2,NC_005895.2,227507.0,Strawberry pallidosis-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[3747],['Fragaria x ananassa'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006061.1,NC_006061.1,103881.0,Potato yellow vein virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[80418],['Solanum tuberosum subsp. andigenum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006063.1,NC_006063.1,103881.0,Potato yellow vein virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[80418],['Solanum tuberosum subsp. andigenum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006064.1,NC_006064.1,269213.0,Humulus japonicus latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3485, 63459]","['Humulus japonicus', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006065.1,NC_006065.1,269213.0,Humulus japonicus latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3485, 63459]","['Humulus japonicus', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006066.1,NC_006066.1,269213.0,Humulus japonicus latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3485, 63459]","['Humulus japonicus', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006566.1,NC_006566.1,255238.0,Fragaria chiloensis latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[101007],['Fragaria chiloensis'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006567.1,NC_006567.1,255238.0,Fragaria chiloensis latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[101007],['Fragaria chiloensis'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006568.1,NC_006568.1,255238.0,Fragaria chiloensis latent virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[101007],['Fragaria chiloensis'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006944.1,NC_006944.1,300740.0,Mint virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[21819],['Mentha'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006962.2,NC_006962.2,404196.0,Blackberry yellow vein-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[75100],['Rubus ursinus'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006963.2,NC_006963.2,404196.0,Blackberry yellow vein-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[75100],['Rubus ursinus'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006999.2,NC_006999.2,300879.0,Cassia yellow blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 3917, 948718, 53851, 63459, 221775, 4100]","['Arabidopsis thaliana', 'Vigna unguiculata', 'Senna sophera', 'Cassia', 'Chenopodium quinoa', 'Gomphrena globosa', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007000.2,NC_007000.2,300879.0,Cassia yellow blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 3917, 948718, 53851, 63459, 221775, 4100]","['Arabidopsis thaliana', 'Vigna unguiculata', 'Senna sophera', 'Cassia', 'Chenopodium quinoa', 'Gomphrena globosa', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007069.1,NC_007069.1,310750.0,Phytophthora alphaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3357],['Pseudotsuga menziesii'],Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Pseudotsuga,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007647.1,NC_007647.1,362693.0,Oryza sativa alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,"[39947, 4530]","['Oryza sativa Japonica Group', 'Oryza sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007649.1,NC_007649.1,362692.0,Oryza rufipogon alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[4529],['Oryza rufipogon'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007920.1,NC_007920.1,2847098.0,Gremmeniella abietina endornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[127520],['Gremmeniella abietina'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Godroniaceae,Gremmeniella,Biota,Biota,Fungi,,Fungi
NC_008037.1,NC_008037.1,33760.0,Prune dwarf virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[2942660, 3754]","['Prunus sp.', 'Prunus']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008038.1,NC_008038.1,33760.0,Prune dwarf virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[2942660, 3754, 3661]","['Prunus sp.', 'Prunus', 'Cucurbita maxima']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
