,y|acc,y|virus taxid,y|virus name,y|len,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_008034.1,NC_008034.1,380669,Dracaena mottle virus,7531,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[326070],['Dracaena sanderiana'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Dracaena,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008094.1,NC_008094.1,11884,Y73 sarcoma virus,5188,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,[8976],['Galliformes'],Metazoa,Chordata,Aves,Galliformes,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_009424.5,NC_009424.5,11970,Woolly monkey sarcoma virus,5779,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[9518],['Lagothrix'],Metazoa,Chordata,Mammalia,Primates,Atelidae,Lagothrix,Biota,Biota,Chordata,Primates,Primates
NC_009889.1,NC_009889.1,11834,RD114 retrovirus,8406,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[9685],['Felis catus'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,Biota,Biota,Chordata,Carnivora,Carnivora
NC_010737.1,NC_010737.1,515320,Lamium leaf distortion virus,7713,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[53163],['Lamium maculatum'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010738.1,NC_010738.1,515444,Eupatorium vein clearing virus,8463,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[13516],['Eupatorium'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011097.1,NC_011097.1,549205,Cycad leaf necrosis virus,9205,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[3296, 58020]","['Cycadopsida', 'Cycadophyta']",Viridiplantae,Streptophyta,Unclassified,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011546.1,NC_011546.1,481147,Simian T-cell lymphotropic virus 6,8913,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,[36226],['Cercopithecus mona'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Biota,Biota,Chordata,Primates,Primates
NC_011592.1,NC_011592.1,263892,Bougainvillea chlorotic vein banding virus,8759,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[146096],['Bougainvillea spectabilis'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Bougainvillea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011920.1,NC_011920.1,587370,Rudbeckia flower distortion virus,8222,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Ruflodivirus,[52299],['Rudbeckia hirta'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_012728.1,NC_012728.1,647294,Sweet potato badnavirus B,7961,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013262.1,NC_013262.1,671126,Pelargonium vein banding virus,7586,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4031],['Pelargonium x hortorum'],Viridiplantae,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013455.1,NC_013455.1,1960253,Sugarcane bacilliform Guadeloupe D virus,7317,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[4547, 128810]","['Saccharum officinarum', 'Saccharum hybrid cultivar']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_014474.1,NC_014474.1,723802,Simian retrovirus 4,8126,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Betaretrovirus,[9541],['Macaca fascicularis'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
NC_014648.1,NC_014648.1,2033633,Pineapple bacilliform CO virus,7543,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4615],['Ananas comosus'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Ananas,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015228.1,NC_015228.1,995049,Sweet potato vein clearing virus,8837,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Solendovirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015328.1,NC_015328.1,930168,Sweet potato collusive virus,7723,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Cavemovirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015502.1,NC_015502.1,1016854,Banana streak UA virus,7519,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[46838],['Musa sp.'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015503.1,NC_015503.1,1016855,Banana streak UI virus,7458,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[46838],['Musa sp.'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015504.1,NC_015504.1,1016856,Banana streak UL virus,7401,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[46838],['Musa sp.'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015505.1,NC_015505.1,1016857,Banana streak UM virus,7532,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[46838],['Musa sp.'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015506.1,NC_015506.1,1016852,Banana streak CA virus,7408,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[46838],['Musa sp.'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015507.1,NC_015507.1,1016853,Banana streak IM virus,7769,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[46838],['Musa sp.'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015655.1,NC_015655.1,2034762,Sweet potato pakakuy virus,8082,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015784.2,NC_015784.2,1050407,Grapevine vein clearing virus,7753,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_017830.1,NC_017830.1,1034096,Fig badnavirus 1,7140,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[3494, 3888, 3847, 3664, 4097, 4096, 4093, 200313]","['Ficus carica', 'Pisum sativum', 'Glycine max', 'Cucurbita pepo subsp. pepo', 'Nicotiana tabacum', 'Nicotiana sylvestris', 'Nicotiana rustica', 'Nicotiana occidentalis']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_018105.1,NC_018105.1,157270,Gooseberry vein banding associated virus,7659,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[175228],['Ribes rubrum'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Biota,Biota,Viridiplantae,,Viridiplantae
NC_018505.1,NC_018505.1,1221449,Soybean Putnam virus,7757,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[3847],['Glycine max'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Biota,Biota,Viridiplantae,,Viridiplantae
NC_018616.1,NC_018616.1,213888,Dahlia mosaic virus,7916,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[101596],['Dahlia pinnata'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Dahlia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_018858.1,NC_018858.1,264076,Horseradish latent virus,7954,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[3704],['Armoracia rusticana'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Armoracia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_020999.1,NC_020999.1,1213588,Rose yellow vein virus,9314,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Rosadnavirus,[3764],['Rosa'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022365.1,NC_022365.1,262957,Piper yellow mottle virus,7562,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[13216],['Piper nigrum'],Viridiplantae,Streptophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022517.1,NC_022517.1,11764,Baboon endogenous virus strain M7,8507,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,"[9565, 9554]","['Theropithecus gelada', 'Papio']",Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Unclassified,Biota,Biota,Chordata,Primates,Primates
NC_022518.1,NC_022518.1,166122,Human endogenous retrovirus K113,9472,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Unclassified,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_023153.1,NC_023153.1,1435008,Citrus endogenous pararetrovirus,6996,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Unclassified,[105581],['Citrus sinensis x Citrus trifoliata'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_023485.1,NC_023485.1,1459800,Hibiscus bacilliform virus GD1,7435,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[183298],['Hibiscus rosa-sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_024301.1,NC_024301.1,1505530,Pagoda yellow mosaic associated virus,7424,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[3897],['Styphnolobium japonicum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Styphnolobium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_026020.2,NC_026020.2,1227557,Mulberry badnavirus 1,6945,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[85232, 3498]","['Morus nigra', 'Morus alba']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_026238.1,NC_026238.1,198310,Rubus yellow net virus,7836,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[23216],['Rubus'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_026472.1,NC_026472.1,1561150,Yacon necrotic mottle virus,7661,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[185202],['Smallanthus sonchifolius'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Smallanthus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_026819.1,NC_026819.1,1634914,Taro bacilliform CH virus,7641,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4460],['Colocasia esculenta'],Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Araceae,Colocasia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027131.1,NC_027131.1,1471299,Grapevine Roditis leaf discoloration-associated virus,6988,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027924.1,NC_027924.1,1711685,Atractylodes mild mottle virus,8105,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,[265785],['Atractylodes macrocephala'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Atractylodes,Biota,Biota,Viridiplantae,,Viridiplantae
NC_028462.1,NC_028462.1,1751715,Blueberry fruit drop associated virus,9850,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Vaccinivirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_029303.1,NC_029303.1,2560349,Blackberry virus F,7663,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[23216, 3917, 3888, 3847, 3663, 3659, 3656, 63459, 3562, 161934, 221775, 4081, 4097, 4093]","['Rubus', 'Vigna unguiculata', 'Pisum sativum', 'Glycine max', 'Cucurbita pepo', 'Cucumis sativus', 'Cucumis melo', 'Chenopodium quinoa', 'Spinacia oleracea', 'Beta vulgaris', 'Gomphrena globosa', 'Solanum lycopersicum', 'Nicotiana tabacum', 'Nicotiana rustica']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_029852.1,NC_029852.1,1822365,Bovine retrovirus CH15,7470,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Betaretrovirus,[9913],['Bos taurus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_029853.1,NC_029853.1,590745,Mus musculus mobilized endogenous polytropic provirus,8183,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[10090],['Mus musculus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_030205.1,NC_030205.1,1848040,Water chestnut soymovirus 1,7535,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Soymovirus,[110284],['Eleocharis dulcis'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Eleocharis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_030462.1,NC_030462.1,2560371,Canna yellow mottle associated virus,6966,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4628],['Canna indica'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Cannaceae,Canna,Biota,Biota,Viridiplantae,,Viridiplantae
NC_031326.1,NC_031326.1,1904439,Simian retrovirus 8,8126,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Betaretrovirus,[9541],['Macaca fascicularis'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
NC_033738.1,NC_033738.1,1940252,Cacao mild mosaic virus,7533,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[3641],['Theobroma cacao'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Biota,Biota,Viridiplantae,,Viridiplantae
NC_033739.1,NC_033739.1,2169726,Cacao yellow vein banding virus,7454,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[3641],['Theobroma cacao'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Biota,Biota,Viridiplantae,,Viridiplantae
NC_034252.1,NC_034252.1,1973265,Wisteria badnavirus 1,7326,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[20997],['Wisteria sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Wisteria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_035472.1,NC_035472.1,2020956,Jujube mosaic-associated virus,7194,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[326968, 72171]","['Ziziphus jujuba', 'Ziziphus']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038378.1,NC_038378.1,1960255,Cacao swollen shoot CD virus,7203,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[3641],['Theobroma cacao'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038380.1,NC_038380.1,419782,Canna yellow mottle virus,7120,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[230707],['Alpinia purpurata'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Alpinia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038381.1,NC_038381.1,1619899,Dioscorea bacilliform AL virus,7609,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[55577],['Dioscorea cayenensis subsp. rotundata'],Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038382.1,NC_038382.1,1960252,Sugarcane bacilliform Guadeloupe A virus,7444,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,"[4547, 128810]","['Saccharum officinarum', 'Saccharum hybrid cultivar']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038669.1,NC_038669.1,32615,Puma lentivirus 14,9100,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9685],['Felis catus'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,Biota,Biota,Chordata,Carnivora,Carnivora
NC_038858.1,NC_038858.1,353765,Finkel-Biskis-Jinkins murine sarcoma virus,3811,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[10090],['Mus musculus'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Rodentia,Rodentia
NC_038922.1,NC_038922.1,11878,Avian sarcoma virus CT10,2428,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,"[9031, 93934]","['Gallus gallus', 'Coturnix japonica']",Metazoa,Chordata,Aves,Galliformes,Phasianidae,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_038986.1,NC_038986.1,2169727,Dioscorea bacilliform RT virus 1,7702,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[55577],['Dioscorea cayenensis subsp. rotundata'],Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038987.1,NC_038987.1,2011125,Dioscorea bacilliform RT virus 2,7438,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[55577],['Dioscorea cayenensis subsp. rotundata'],Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038995.1,NC_038995.1,2169728,Dioscorea bacilliform TR virus,7333,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[55581],['Dioscorea trifida'],Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_039023.1,NC_039023.1,2170139,Brown greater galago prosimian foamy virus,12118,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Prosimiispumavirus,[9463],['Otolemur crassicaudatus'],Metazoa,Chordata,Mammalia,Primates,Galagidae,Otolemur,Biota,Biota,Chordata,Primates,Primates
NC_039024.1,NC_039024.1,2170194,Central cimpanzee simian foamy virus,13220,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Simiispumavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
NC_039027.1,NC_039027.1,2170200,Spider monkey simian foamy virus,12212,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Simiispumavirus,[9511],['Ateles sp.'],Metazoa,Chordata,Mammalia,Primates,Atelidae,Ateles,Biota,Biota,Chordata,Primates,Primates
NC_039028.1,NC_039028.1,2170201,Squirrel monkey simian foamy virus,11684,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Simiispumavirus,[9520],['Saimiri'],Metazoa,Chordata,Mammalia,Primates,Cebidae,Saimiri,Biota,Biota,Chordata,Primates,Primates
NC_039029.1,NC_039029.1,2170204,Western lowland gorilla simian foamy virus,12258,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Simiispumavirus,[9595],['Gorilla gorilla gorilla'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Gorilla,Biota,Biota,Chordata,Primates,Primates
NC_039030.1,NC_039030.1,2170205,White-tufted-ear marmoset simian foamy virus,11744,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Simiispumavirus,"[9483, 1965096]","['Callithrix jacchus', 'Callithrix']",Metazoa,Chordata,Mammalia,Primates,Cebidae,Callithrix,Biota,Biota,Chordata,Primates,Primates
NC_039031.1,NC_039031.1,2170206,Yellow-breasted capuchin simian foamy virus,11764,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Simiispumavirus,[174599],['Sapajus xanthosternos'],Metazoa,Chordata,Mammalia,Primates,Cebidae,Sapajus,Biota,Biota,Chordata,Primates,Primates
